#zikavirus	itsleandraa	3362867932	RT @ClassicPict: Mosquitoes kill more annually than Sharks. #ZikaVirus https://t.co/P2xi13Vx2Z	727444506199597000	Tue May 03 12:27:40 CEST 2016	4098	330	198		R
#zikavirus	chatVsheil	436607416	@kanikahanda Pakaging matters however good or bad the product is & star performer this time is #ZikaVirus #Rio2016 https://t.co/HPT8N8rrQF	727439505372881000	Tue May 03 12:07:47 CEST 2016	1928	113	66	https://twitter.com/kanikahanda/status/727435775843831808_	R
#zikavirus	TheHealthZoneNg	3081513976	can the effects of #Zikavirus be more neurological ? https://t.co/aDoC0YhubG https://t.co/aFSRuh5Ir6	727437695136485000	Tue May 03 12:00:36 CEST 2016	1090	126	142	http://ow.ly/4nm6Rx_http://fb.me/7GDz0RdJs_	R
#zikavirus	ChrisSaldana	74753973	Fish helping take on the #ZikaVirus. The #Texas city trying the fish out 4:45am on @keyetv	727430894852563000	Tue May 03 11:33:35 CEST 2016	21039	8128	3185		R
#zikavirus	srritchotte	709736512041017000	Nice hope they did not bring the #ZikaVirus with them. https://t.co/WrqpznPh7g	727425512549667000	Tue May 03 11:12:11 CEST 2016	147	237	76	https://twitter.com/cnnbrk/status/727148902537920513_	R
#zikavirus	MRVfromOU	281283846	Hey everybody, don't pay attention to Trump winning the elections, apparently the #ZikaVirus is back..	727417477257388000	Tue May 03 10:40:15 CEST 2016	5976	207	186		R
#zikavirus	hellunatic	2936076447	RT @ClassicPict: Mosquitoes kill more annually than Sharks. #ZikaVirus https://t.co/P2xi13Vx2Z	727417201578381000	Tue May 03 10:39:10 CEST 2016	37976	867	307		R
#zikavirus	BrennenCWeasley	724643792	RT @ClassicPict: Mosquitoes kill more annually than Sharks. #ZikaVirus https://t.co/P2xi13Vx2Z	727409634273845000	Tue May 03 10:09:06 CEST 2016	92363	4488	1112		R
#zikavirus	didaznan	2263174137	RT @ClassicPict: Mosquitoes kill more annually than Sharks. #ZikaVirus https://t.co/P2xi13Vx2Z	727407437943198000	Tue May 03 10:00:22 CEST 2016	15222	255	98		R
#zikavirus	MarionKoopmans	330164748	RT @EVAg_EU: A #Zikavirus placental isolate from Surinam 2016 is now available in our catalog thanks to @MarionKoopmans ! https://t.co/RQgm…	727405015661425000	Tue May 03 09:50:44 CEST 2016	4096	2431	519	http://www.european-virus-archive.com/viruses/zika-virus-strain-suriname-2016_	R
