tweet_id	text	created_at	retweet_count	user_id	screen_name	#followers	#followings	#statuses	keywords	hashtags	urls
786617722989846528	We are leaving the EU but the UK will continue to be a major contributor to the security, stability &amp; prosperity of… https://t.co/GVffgoxXiM	2016-10-13 17:20:54	492	3131144855	Boris Johnson	253222	45	418	[]	[]	['https://twitter.com/i/web/status/786617722989846528']
786590947953881090	Saddened by the death of His Majesty King Bhumibol Adulyadej. I offer the people of Thailand my deepest condolences: https://t.co/QJjgre0wC2	2016-10-13 15:34:30	179	3131144855	Boris Johnson	253222	45	418	['people']	[]	['http://bit.ly/2ecJ6uC']
785215299960377344	Spoke to Saudi Foreign Minister Al Jubeir earlier. Raised concerns about attack in #Sanaa #Yemen, vital urgent investigation is underway	2016-10-09 20:28:10	236	3131144855	Boris Johnson	253222	45	418	[]	['Sanaa', 'Yemen']	[]
784416289821487105	Called @JuanManSantos to congratulate him on being awarded the #NobelPeacePrize for huge efforts to end conflict &amp; secure peace in Colombia	2016-10-07 15:33:11	100	3131144855	Boris Johnson	253222	45	418	[]	['NobelPeacePrize']	[]
784072682589581312	Good discussions with Kazakh Foreign Minister Idrissov including on reform. Look forward to working together on… https://t.co/wXoqLss1kI	2016-10-06 16:47:49	101	3131144855	Boris Johnson	253222	45	418	[]	[]	['https://twitter.com/i/web/status/784072682589581312']
784063500658311168	Valuable call with Dr Riyad Hijab @SyrianHNC_en. Situation in #Syria is tragic. UK stands firm in support of moderate opposition.	2016-10-06 16:11:20	75	3131144855	Boris Johnson	253222	45	418	[]	['Syria']	[]
784048639689785345	Congratulated António Guterres this morning following #UNSC recommendation to be next @UN Secretary-General… https://t.co/8gJly6a4AY	2016-10-06 15:12:17	90	3131144855	Boris Johnson	253222	45	418	[]	['UNSC']	['https://twitter.com/i/web/status/784048639689785345']
782631257003921408	Delighted to meet w/Legislative Assembly members from Falkland Islands Jan Cheek &amp; Ian Hansen &amp; their London repres… https://t.co/X3yMoXqAGC	2016-10-02 17:20:06	124	3131144855	Boris Johnson	253222	45	418	[]	[]	['https://twitter.com/i/web/status/782631257003921408']
782628591053963264	Delighted to meet with Finland's foreign minister earlier alongside Sir Alan Duncan - hope to visit Finland as soon… https://t.co/mUDON3ruvs	2016-10-02 17:09:31	128	3131144855	Boris Johnson	253222	45	418	[]	[]	['https://twitter.com/i/web/status/782628591053963264']
781855025400283136	I have attended funeral of former Israeli President Shimon #Peres, a giant of history and a tireless believer in pe… https://t.co/l3kn9wgyuk	2016-09-30 13:55:38	441	3131144855	Boris Johnson	253222	45	418	[]	['Peres']	['https://twitter.com/i/web/status/781855025400283136']
781493945977167872	Welcomed @jeanmarcayrault to London. Covered need for political &amp; humanitarian progress on #Syria, #Libya &amp; maintai… https://t.co/XZhfPpfkGv	2016-09-29 14:00:50	90	3131144855	Boris Johnson	253222	45	418	[]	['Syria', 'Libya']	['https://twitter.com/i/web/status/781493945977167872']
781416053805056000	and lengthening London's lead as one of the safest big cities on earth (3/3)	2016-09-29 08:51:19	27	3131144855	Boris Johnson	253222	45	418	[]	[]	[]
781415986436112384	He took over after a troubled time for the @metpoliceuk and was highly effective in bringing crime down (2/3)	2016-09-29 08:51:03	18	3131144855	Boris Johnson	253222	45	418	[]	[]	[]
781415887349936129	I would like to join Sadiq in thanking Sir Bernard Hogan-Howe for his superb service to LONDON (1/3)	2016-09-29 08:50:40	38	3131144855	Boris Johnson	253222	45	418	[]	[]	[]
781190503492620289	Preliminary results of independent investigation into #MH17 disaster an important step towards accountability: https://t.co/K9xXYw09BV	2016-09-28 17:55:04	155	3131144855	Boris Johnson	253222	45	418	[]	['MH17']	['http://bit.ly/2cW7saB']
780853583189254144	Discussed ever stronger UK Turkey ties w/ @RT_Erdogan, @TC_Basbakan &amp; @MelvutCavusoglu as my visit to dynamic Turke… https://t.co/cNwMeNq3tV	2016-09-27 19:36:16	136	3131144855	Boris Johnson	253222	45	418	[]	[]	['https://twitter.com/i/web/status/780853583189254144']
780756858445463552	Honoured to visit #Ataturk mausoleum to show my respects to the founder of the Turkish Republic https://t.co/nh5Qfc5fWd	2016-09-27 13:11:55	355	3131144855	Boris Johnson	253222	45	418	[]	['Ataturk']	[]
780515987691036672	Proud that UK supports de-mining projects in Syria through brave @SyriaCivilDef volunteers. Announced further £1 mi… https://t.co/xmmPQORc8f	2016-09-26 21:14:47	297	3131144855	Boris Johnson	253222	45	418	[]	[]	['https://twitter.com/i/web/status/780515987691036672']
