user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
michaelgove	2491487924	SchoolsWeek	26552	3100	25897
michaelgove	3306903539	edwardtimpson	3475	318	1228
michaelgove	18627119	sheryllmurray	9343	287	3514
michaelgove	2323710210	RobertJenrick	4965	400	2176
michaelgove	125312818	PhilipDaviesMP	14303	2904	11898
michaelgove	60738400	Richard4Watford	8419	755	1624
michaelgove	19758148	halfon4harlowMP	22000	3957	35116
michaelgove	312758175	AnneMiltonMP	9116	613	3773
michaelgove	1722829178	SuellaFernandes	3538	489	1667
michaelgove	208996041	tombennett71	33446	3725	117779
michaelgove	145671928	stephenkb	30578	3786	62053
michaelgove	749746743974264832	carrie_symonds1	1182	678	320
michaelgove	66673916	MattChorley	18672	1819	23030
michaelgove	506486097	MichaelPDeacon	41790	2623	36162
michaelgove	212298649	informed_edu	22220	9142	36327
michaelgove	260248295	patrick_kidd	8595	1842	41519
michaelgove	3012159189	Simon4NDorset	2094	738	1816
michaelgove	45542770	GaryGibbonBlog	32806	77	1558
michaelgove	20846658	DMcCaffreySKY	12882	2781	15554
michaelgove	185306056	MichaelLCrick	133518	819	12354
michaelgove	14685924	michaelwhite	47902	276	34539
michaelgove	17154865	kiranstacey	7996	1101	8444
michaelgove	14072988	joncraig	14567	37	3366
michaelgove	14072907	joeyfjones	21759	762	6167
michaelgove	18949349	SophyRidgeSky	71064	1932	19438
michaelgove	14073022	adamboultonSKY	97780	1180	37813
michaelgove	293752292	GeorgeWParker	8712	301	2250
michaelgove	465973	GuidoFawkes	215662	30	83622
michaelgove	15778426	AndrewSparrow	57981	1067	18290
michaelgove	26985345	paulwaugh	101160	6158	60203
michaelgove	69080476	PickardJE	28589	3213	21228
michaelgove	27695248	nicholaswatt	31930	1590	8679
michaelgove	19902709	BethRigby	21845	1799	18869
michaelgove	27692596	patrickwintour	60556	873	15253
michaelgove	437814330	IsabelOakeshott	54480	657	7307
michaelgove	403761570	JananGanesh	58285	908	14983
michaelgove	62123765	DPJHodges	74011	7161	81002
michaelgove	712330422395543552	WestminsterWAG	105	240	181
