user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
David_Cameron	5402612	BBCBreaking	26085040	3	30025
David_Cameron	87416722	SkyNewsBreak	2303416	3	36885
David_Cameron	93766096	TonyAbbottMHR	616689	30219	2283
David_Cameron	18904582	hmtreasury	314017	6367	5859
David_Cameron	16683666	spectator	91695	460	46121
David_Cameron	1018302277	chiefrabbi	11347	113	989
David_Cameron	338335964	MatthewdAncona	29653	677	7627
David_Cameron	14085096	JohnRentoul	79157	351	139721
David_Cameron	343627165	premierleague	12511018	24	70322
David_Cameron	27489253	AVFCOfficial	821319	154	45581
David_Cameron	83855918	Mo_Farah	1312786	368	3228
David_Cameron	7587032	SkyNews	3577358	15	224736
David_Cameron	132236753	JaneEllison	8928	517	3591
David_Cameron	20505533	BDCH	168408	18760	18870
David_Cameron	18673041	ECB_cricket	620416	5967	78710
David_Cameron	160950525	v_pendleton	297575	201	673
David_Cameron	19762524	chrishoy	722554	718	11560
David_Cameron	15439395	stephenfry	12232915	50705	21843
David_Cameron	34655603	TheSun	1192196	377	199944
David_Cameron	29960050	thisisglobal	18879	1431	4302
David_Cameron	335995559	SalfordRoyalNHS	11251	1388	8400
David_Cameron	1606157958	William_Wragg	4272	1105	1770
David_Cameron	1486082336	BritainDecides	2480	2192	271
David_Cameron	160856730	jameswhartonuk	8143	165	3509
David_Cameron	131859965	PaulGoodmanCH	18273	1019	21690
David_Cameron	159992511	ConHome	51411	12	27178
David_Cameron	53887085	jameschappers	30296	2952	13793
David_Cameron	51492686	Aggerscricket	363826	209	42581
David_Cameron	412158422	MPSHammFul	9225	90	8561
David_Cameron	712791788	AaronAFarrell	859	1218	1675
David_Cameron	424127411	Number10press	139039	514	3995
David_Cameron	1429904324	Majority2020	4470	3021	2201
David_Cameron	14123683	andy_murray	3680206	144	2745
David_Cameron	18953259	Schofe	4106220	12801	30063
David_Cameron	19291952	thismorning	1574608	8414	46625
David_Cameron	403761570	JananGanesh	58285	908	14983
David_Cameron	117366399	FraserNelson	142422	1863	17367
David_Cameron	14073022	adamboultonSKY	97780	1180	37813
David_Cameron	621533	BBCPolitics	390518	91	63966
David_Cameron	613475440	markturnbull566	360	437	2482
David_Cameron	6467332	UKParliament	1121917	71	13692
David_Cameron	15010349	nick_clegg	284045	780	2375
David_Cameron	25984418	bbcnickrobinson	702213	428	6212
David_Cameron	14857290	Wimbledon	2401856	359	21865
David_Cameron	5988062	TheEconomist	16448171	155	85502
David_Cameron	40015678	MoJGovUK	340955	1483	2855
David_Cameron	13058232	noaheverett	4028151	1115	6601
David_Cameron	12925072	TwitPic	8241103	26435	559
David_Cameron	30313925	WhiteHouse	11912509	224	26997
David_Cameron	813286	BarackObama	77994556	633803	15362
David_Cameron	1225696320	George_Osborne	188305	123	2713
David_Cameron	154132370	WelshConserv	7775	1847	14254
David_Cameron	223814492	ToryBusiness	6717	3392	4535
David_Cameron	56679400	CCHQPress	43407	2157	34365
David_Cameron	89171718	Tickets4Troops	22062	1227	11427
David_Cameron	19392391	UKScouting	54855	2324	7839
David_Cameron	56729697	UpRising_UK	7589	5368	7619
David_Cameron	46362787	DianaAward	14869	1980	12805
David_Cameron	626331458	MulberryBushOrg	1198	1088	801
